Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-29 00:00:00-05:00,191.284131990198,191.4734161583152,178.57237456471196,185.14743041992188,325876200,0.0,0.0
2024-02-05 00:00:00-05:00,187.4387272009429,190.32777340114953,185.13746216631148,188.13609313964844,252715800,0.24,0.0
2024-02-12 00:00:00-05:00,187.94722402002546,188.19659673237882,180.8949716293335,181.85255432128906,268077800,0.0,0.0
2024-02-19 00:00:00-05:00,181.3338781226987,184.57572379993118,179.54837596979877,182.0620574951172,192607200,0.0,0.0
2024-02-26 00:00:00-05:00,181.78274152645614,183.45851888127706,176.93493529214885,179.20921325683594,354310800,0.0,0.0
2024-03-04 00:00:00-05:00,175.708019442498,176.45613763238177,168.06725056406788,170.30162048339844,393109900,0.0,0.0
2024-03-11 00:00:00-04:00,172.50607878367947,173.9424681158126,169.86271876480842,172.18687438964844,367031800,0.0,0.0
2024-03-18 00:00:00-04:00,175.12947060707134,178.22168301736747,169.63328644668832,171.84771728515625,361530400,0.0,0.0
2024-03-25 00:00:00-04:00,170.14202327862958,173.16441936648008,169.02482316560213,171.0497283935547,237622700,0.0,0.0
2024-04-01 00:00:00-04:00,170.76047147342706,171.48863557664814,167.80789168012126,169.15451049804688,239021300,0.0,0.0
2024-04-08 00:00:00-04:00,168.60588915883048,177.9124812782121,166.6907084169727,176.10702514648438,322249600,0.0,0.0
2024-04-15 00:00:00-04:00,174.92000487018376,176.18682257519527,163.66830873342062,164.58599853515625,309039200,0.0,0.0
2024-04-22 00:00:00-04:00,165.1046992116947,170.91008837659274,164.3565810313391,168.87521362304688,241302700,0.0,0.0
2024-04-29 00:00:00-04:00,172.9349829951326,186.5307880883928,168.68567747314154,182.9198760986328,441926300,0.0,0.0
2024-05-06 00:00:00-04:00,181.8924729104429,184.62558825346085,179.96730754600367,182.59071350097656,300675100,0.25,0.0
2024-05-13 00:00:00-04:00,185.2256111153677,190.87907112090608,184.4065518199199,189.65048217773438,288966500,0.0,0.0
2024-05-20 00:00:00-04:00,189.11110306969618,192.59707350305885,186.41422779251474,189.76034545898438,208619700,0.0,0.0
2024-05-27 00:00:00-04:00,191.28857530293905,192.77685808794396,188.88137326967237,192.02772521972656,230454300,0.0,0.0
2024-06-03 00:00:00-04:00,192.6769762499534,196.71231401609788,192.29742594368184,196.66236877441406,245994400,0.0,0.0
2024-06-10 00:00:00-04:00,196.6723515045166,219.94541667617295,191.927843131715,212.2443389892578,635755100,0.0,0.0
2024-06-17 00:00:00-04:00,213.1233137185299,218.69686439577805,206.8705565188874,207.2501220703125,506265500,0.0,0.0
2024-06-24 00:00:00-04:00,207.4798391263498,215.82019110439893,206.3511407346681,210.37648010253906,335969500,0.0,0.0
2024-07-01 00:00:00-04:00,211.84478357322678,226.1881815360653,211.67498195160437,226.07830810546875,216231300,0.0,0.0
2024-07-08 00:00:00-04:00,226.82744455016993,232.81052465394632,222.99188785259642,230.27345275878906,287546800,0.0,0.0
2024-07-15 00:00:00-04:00,236.20658687638112,236.95571975593933,222.01302445339402,224.0506591796875,278397600,0.0,0.0
2024-07-22 00:00:00-04:00,226.74753227774363,227.51664629408083,214.37185783826015,217.7080078125,242932200,0.0,0.0
2024-07-29 00:00:00-04:00,216.70916344112925,225.3391734979224,215.50055570419215,219.60580444335938,296061500,0.0,0.0
2024-08-05 00:00:00-04:00,198.85982385444586,216.5293744807485,195.7733999317645,215.99000549316406,342088200,0.0,0.0
2024-08-12 00:00:00-04:00,215.82019337037198,226.5677474797441,215.35073555161858,225.7886505126953,214898200,0.25,0.0
2024-08-19 00:00:00-04:00,225.72000122070312,228.33999633789062,223.0399932861328,226.83999633789062,188124900,0.0,0.0
2024-08-26 00:00:00-04:00,226.75999450683594,232.9199981689453,223.88999938964844,229.0,209486100,0.0,0.0
2024-09-02 00:00:00-04:00,228.5500030517578,229.0,217.47999572753906,220.82000732421875,179069200,0.0,0.0
2024-09-09 00:00:00-04:00,220.82000732421875,224.0399932861328,216.7100067138672,222.5,237622900,0.0,0.0
